"序号","笔记ID","作者","作者主页","标题","点赞数","收藏数","评论数","分享数","发布时间","笔记描述","主题","笔记链接","图片链接","视频链接","cookie"
32,"67b46371000000001203dc14","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","不想当厨子的歌手不是好英语老师！","2.4万","2104","2043","1994","2025/02/19","热烈欢迎﻿﻿@尚雯婕Laure﻿ ！！她带来的东西真是一个赛一个地猜不到…
【本期视频热烈招商中】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67b46371000000001203dc14?xsec_token=ABlG3dlTCNbfKZWgQYT3QbPL0cz5M74p46OvTAAwuvTpo=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/106d7b06acb9b8308d1eff85f3ceae12/spectrum/1040g34o31e1r9hml120g49pjunnhaq6pppk54f8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e7b4af4152338b010370039519dd4cce_259.mp4",""
33,"67b2c3f60000000017039d19","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","过25岁生日的我来分享一些38岁在爱67岁还会","4.8万","1.2万","8879","2899","2025/09/19","爱的好物！【本期视频客户专研头皮】
#馥绿德雅白珠洗发水[话题]#","[""#馥绿德雅白珠洗发水""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67b2c3f60000000017039d19?xsec_token=ABpr3qrJgEVhIHQNX1nDc1qjNFOSN03jhgeHCDqsfR22g=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/3f04a8ca639357c0349d320701cddb2d/spectrum/1040g34o31e084icm0c0g49pjunnhaq6p44r6dm8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e7da90a14867880103700395add09a97_259.mp4",""
34,"67ac7a2a000000001800e4f6","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","我的宅家幸福感全靠这——些家电来守护！","3.9万","1.7万","3390","5604","2025/03/27","【本期视频客户离多远都能看得清】
﻿#望远鲸[话题]#﻿﻿","[""#望远鲸""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67ac7a2a000000001800e4f6?xsec_token=AB16j526L-zXGPyJlzhOu6CUegiCkQP4POFIbHcCj4OhU=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/0ceb3ad54a23ff6b0d8b98319f17cca8/spectrum/1040g0k031dq3lkfa160049pjunnhaq6pcp6f598!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e7e4f2682d285e0103700395d65e0454_259.mp4",""
35,"67a457cf000000001800b5bb","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","给大家拜个晚年！蛇年的第一条好物分享来啦","1.2万","2143","654","606","2025/02/06","【本期视频客户不在这里】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67a457cf000000001800b5bb?xsec_token=ABB38RcrUf5eYLs2x-oEee98sfidPLMmQUewwxfejaK14=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/68b85a363d0ccb117a733a946761fc1f/spectrum/1040g34o31di5j9tbh20g49pjunnhaq6pr5tnko8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e7a456b90a373d0103700394d9fe61da_259.mp4",""
36,"6790b4d7000000001703a126","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎《再见爱人》总制片刘乐女士！","2.1万","3440","644","2341","2025/01/22","——分享综艺编导平时会用到的乳腺疏通好物！
【本期视频确实无广】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6790b4d7000000001703a126?xsec_token=ABqxpWoOXw1m5T8bZZfyLpZW-TghnotKKEHsAGFUAWYWE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/2e1a03ce929ef98cf90baff238e0f5fd/spectrum/1040g0k031cuvmlnug80049pjunnhaq6p4grks7o!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e790b3d906062301037003948d5ca975_259.mp4",""
37,"6791ec8f000000001800c828","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","洁癖星人的清洁执念🤔️","2.7万","1万","2104","1803","2025/03/17","去到哪里都要保持干净清爽啊！
【本期视频客户不在这里】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6791ec8f000000001800c828?xsec_token=ABYfk0Mj09Y3R0NIymuIAfy7MraFDfPyRTt2u2-wVEoMw=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/1657c48403323c7c57a7a704acdf1fc5/spectrum/1040g0k031d05sctog80049pjunnhaq6pbd82lb0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e7d7b5a30ad1c30103700395a2a6fae0_259.mp4",""
38,"67909f8d0000000018018b1d","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","【搞笑】像柜姐一样售卖春晚节目","7.8万","3260","3212","1.1万","2025/01/23","（我们这什么样的节目都有哦～
﻿#春晚[话题]#﻿ ﻿#大家的春晚[话题]#﻿﻿","[""#春晚"",""#大家的春晚""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67909f8d0000000018018b1d?xsec_token=ABqxpWoOXw1m5T8bZZfyLpZRxMq1qxC2i8L7j0zNe20_U=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/541e6b2d4af89875ed5a4a4f0970982d/spectrum/1040g34o31cuti5ougea049pjunnhaq6pgjogof8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e791f3b84b5c4f01037003949223e621_259.mp4",""
39,"678f76380000000018006e60","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","年味还得年货凑！我们这些人的家乡年货推荐","2.1万","1827","1597","1112","2025/01/22","【本期视频的客户都去过年了不在这】
﻿#大声安利中华美食[话题]##Chinesefood[话题]#","[""#大声安利中华美食"",""#Chinesefood""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/678f76380000000018006e60?xsec_token=ABW72k3v-UdA796hxLnakODZhOVSI32AaG5-mZHGwnp50=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/799783a7a71c8c0e4e99643b6ed48433/spectrum/1040g0k031ctpbusjge0049pjunnhaq6psi5mroo!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e78f75eb7b861d01037003948873fe20_259.mp4",""
40,"67863b93000000000100137a","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","是“老朋友”更是“好朋友”！","1.2万","1932","757","243","2025/01/20","那些出门在外依赖的老朋友们！
【本期视频客户柔缎质地好涂抹】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67863b93000000000100137a?xsec_token=ABKA0WJA5qc-jXt-qYZ5LvRYCMCI3ebUr8JlyAS_KflXM=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/be7cdcd1873ce1e6a98752d5ef91ea5f/spectrum/1040g34o31ckovt730c0g49pjunnhaq6p78jpaco!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/258/01e78e161e0714ad01037001948309c79d_258.mp4",""
41,"677dfeb60000000019037839","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","带着新东西去新地方｜分享些陪我度假的新品","9056","2047","746","554","2025/01/08","【本期视频客户很调皮】﻿#YSL夜皇后调皮水[话题]#﻿","[""#YSL夜皇后调皮水""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/677dfeb60000000019037839?xsec_token=ABsfzAeQAChe7OsH1Az52a5oZdEw3ye6hibBHKhKOfbVM=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/49c36741c18d0b7ae5682087224d90ff/spectrum/1040g0k031cbjf0ia080049pjunnhaq6p4na7m20!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e77ccd9e2207be01037003944436fb9e_259.mp4",""
42,"677fa609000000000203f184","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","【搞笑】发小和闺蜜间的修罗场","4.2万","1459","2405","8979","2025/01/09","从小一起长大的发小和长大后才相识的闺蜜见面，真是修罗场啊！！","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/677fa609000000000203f184?xsec_token=AB5gq4JqLpeL9TrPfLlbyKySmJgZWvs7nhcaKt01cqPqM=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/f1e4e365a6b06292f1a0a87674e525c9/spectrum/1040g0k031ceb84hi0e0049pjunnhaq6ptpkfito!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e77fa4087c233e01037003944aa30c5e_259.mp4",""
43,"677fb078000000000100b8ab","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","2024年的差就出到这里！一起来跟我翻包吧！","1.9万","4142","2056","841","2025/03/20","看看我最后一次出差包里带了什么吧？
【本期视频开启无广纯享模式】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/677fb078000000000100b8ab?xsec_token=AB5gq4JqLpeL9TrPfLlbyKycCTiYp4diVYwGcgITRlGgo=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/af96559e8f24e5659a7e187af0bb61f1/spectrum/1040g34o31cecgvt9080g49pjunnhaq6pguv3j8o!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e77fafac2ad33101037003944b36fcb2_259.mp4",""
44,"67725a2b000000001301a499","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","【搞笑】眼睛一闭一睁，我的一年结束啦！！","10万+","3074","2227","1.3万","2024/12/30","","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67725a2b000000001301a499?xsec_token=ABr9Ck-9BTmWzDUSALYiYhPOrDMf9RixzqQrSkbM6Zkb0=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/e6723dd39e16ce241f487a9bc1349a1f/spectrum/1040g0k031c1blrtfh20049pjunnhaq6pqb56bl8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e77258242ad00b010370039416b15012_259.mp4",""
45,"6773ad86000000000b022b5b","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","新年快乐！又到办公室礼物交换大会的时候啦","3万","3260","2028","3573","2024/12/31","【本期视频纯净无广】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6773ad86000000000b022b5b?xsec_token=ABkzo-24tPEF-dAWHojH01t1fOjgU4oxsqH2Tsu58B2bU=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/32c671a2a53aa7b82d768fdc40727497/spectrum/1040g34o31c2l50a9120g49pjunnhaq6pc6q6rag!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e773a62e2b534601037003941c050052_259.mp4",""
46,"676a9969000000000b014f60","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎我的“新”同事——幽默大师侯佩岑","5.8万","7941","5945","7823","2024/12/25","我们可算把@侯佩岑  盼来了！！（来看出差达人侯主播会带来哪些好吃的好玩的吧！
【本期视频居然没有广告】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/676a9969000000000b014f60?xsec_token=ABt8nnYdUh0rPdn4ZDUhGKKMNLI1WIt2FbcWElz7CWEKE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/e688720ad165febccc919acbe61c4461/spectrum/1040g34o31bppbhbngc0g49pjunnhaq6pio7iq68!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e76a97af220e780103700393f87d332b_259.mp4",""
47,"67694bb4000000000b02006a","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","护肤当然既要又要｜这些好物温和功效兼得","5171","1659","394","234","2025/03/20","【本期视频客户在另外的平台】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67694bb4000000000b02006a?xsec_token=ABDr6ggDNLtEa_KxR0M1F28WUTyM8ETYnZtpmGbECkyps=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/6b64853e64ae234834bacdcc0e1f07ed/spectrum/1040g0k031bofd0osh60049pjunnhaq6pnh24sb0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e768f6572ac4450103700393f358bc28_259.mp4",""
48,"6763ffbe000000000900eeb3","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","【搞笑】当小pa被绑架时，她的同事be like","10万+","7493","8051","4.6万","2024/12/19","","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6763ffbe000000000900eeb3?xsec_token=ABxqtYH41su8f1z6rxAXAmNqQLrFlnHoX1HHL02Vstxs4=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/73acdd82dcbca25728f15b2472f42cef/spectrum/1040g34o31bjb6benh20g49pjunnhaq6ps7iec5g!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e763fef92da1420103700393dea74c78_259.mp4",""
49,"675fcd760000000001028ea0","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","简直为自己骄傲！最近挖到的顶好用的新东西","2.2万","1.1万","1177","1013","2025/03/20","【本期视频有了，广告却没有】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/675fcd760000000001028ea0?xsec_token=ABanxGz9yvGir2w0tsUtcubVtIeAuJB1rZCmjYH45xgYo=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/38f65b4fc355f22f964f961b5c0736f5/spectrum/1040g34o31bf7v1ojg60g49pjunnhaq6pajiibc0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e75fcd4b2adc860103700393ce5679d8_259.mp4",""
50,"6752ceee0000000006017423","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","我闺蜜听我的！私下给闺蜜成功种草的好东西","1.4万","4362","770","680","2024/12/09","【本期视频客户对肌肤灌注很在行】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6752ceee0000000006017423?xsec_token=AB1vtez6olOo6CeW9l2IPFSgsVFvnvy7tTTqfvZbWy8Q8=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/3e0f529d491174f0191cc8bdecd20abe/spectrum/1040g0k031b2i004n6q0049pjunnhaq6phhq5ong!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e752ced229afcf0103700393aadbe5cc_259.mp4",""
51,"6751c6e700000000070386bc","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎阿朵姐姐来办公室做客！","1.3万","1433","1051","565","2024/12/05","﻿@阿朵﻿ 前所未见的民族风好物和各式各样的辣味零食来袭！
【本期视频很显然没有广告】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6751c6e700000000070386bc?xsec_token=ABhwLJpP4eImaMwNQrQpiZi8bfgZAAdhvTs9UpYHPjrLQ=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/bcdbaee8053742ac42a46dcd664ca0f8/spectrum/1040g0k031b1hokcr6m0049pjunnhaq6pkg1e2h0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e751c62e2682000103700393978a8210_259.mp4",""
52,"67501f4d0000000006016e58","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","抗冬好物大推荐！让冬天“暖上加暖”！","1.3万","2188","1154","545","2024/12/05","【本期有一位又轻又暖的客户】
﻿#天空人羽绒服[话题]#﻿","[""#天空人羽绒服""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67501f4d0000000006016e58?xsec_token=ABU8rCv9XVHX-TDFi2r6bhOzat6MSikrazwXixKiJ3ssE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/8d6679f7e59b237dfaa0dc9e433f50bd/spectrum/1040g34o31avsprjrmu0049pjunnhaq6pfetav1g!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e7501ec42b93100103700393973804bd_259.mp4",""
53,"674bf0d400000000060177be","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","家乡饮料品鉴大会｜究竟谁的家乡饮品能胜出","2.2万","2656","3700","1650","2024/12/01","【本期视频客户占地不到一平米】
﻿#源氏木语实木家居[话题]#﻿﻿","[""#源氏木语实木家居""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/674bf0d400000000060177be?xsec_token=ABIbzotae-VY7snoCY1NFM7apdeg9vwHWrK7QLH3YyMVY=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230133/d6b218631106a7187294631c468a6833/spectrum/1040g0k031arjne546o0049pjunnhaq6pporofq0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e74bb1d425365a010370039380b0d824_259.mp4",""
54,"67482a58000000000702a74c","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","我的本季限定好物｜是时候轮到它们“上桌”","9401","2719","711","327","2024/11/28","【本期视频有一位水感质地的神秘巴黎客户】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67482a58000000000702a74c?xsec_token=ABTtn-PmDpJ4Esn0Ae0MN8iAGo5gX5x9RFz7VGrU_KD_U=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/2692b3f2565492adc9f29cf20eeedb06/spectrum/1040g0k031ao5ag0e6q0049pjunnhaq6pkjskelg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e7481d202bf377010370039372162367_259.mp4",""
55,"67459af700000000020293b7","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","【搞笑】欢迎来到自由式辩论赛场！","4.6万","2689","3643","1.1万","2024/11/26","今日辩题是“吃坚果到底好还是不好”？有请双方辩手！","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/67459af700000000020293b7?xsec_token=ABfCubNKnU1UgJwUQn84IzTpg6b8hx_g0bP9xKI2CJzJ4=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/91e9f727c7e10b2dea1d764375543edb/spectrum/1040g0k031all7vab6u0049pjunnhaq6ppe5qvuo!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e74598d72bccca010370039367e928ff_259.mp4",""
56,"673d9433000000000702a6b7","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","【搞笑】论三国演义和我妈超高的适配度","3.6万","2143","1198","5953","2024/11/20","","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/673d9433000000000702a6b7?xsec_token=ABjO2bfbL99a1Krt909-00a_TZhc0A5fInfLSH51p7jgk=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/e837a096bd21641a7fef00cc0fce9aa5/spectrum/1040g0k031advfge06q0049pjunnhaq6pieuiln8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e73d93081b3aa00103700393488f43a5_259.mp4",""
57,"6938ff60000000001f00ac57","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","越凛冽越适合！天一冷就要翻出来用的好物","2万","4115","695","529","2025/12/12","【本期视频客户有11籽那么有料】
#阿芙11籽精华油[话题]#","[""#阿芙11籽精华油""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6938ff60000000001f00ac57?xsec_token=ABMgLJWqdi2_gew04Nf3AYnE7UoEbRdtfr6nXwrGmzuGw=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/cf45a63e5bdecf1f5465c3cda683422b/spectrum/1040g34o31ptacqubju1049pjunnhaq6p9h535v8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e93bf9d7dd5a5c010370039b12506a04_259.mp4",""
58,"6937eed3000000001e037e3d","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎阿雅！","3.1万","3116","2216","2934","2025/12/09","本期视频非常养生，超多艾草（对养生有兴趣的朋友可以去公园找@阿雅 一起抱树🌳
【本期视频无广养生局来的】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6937eed3000000001e037e3d?xsec_token=ABDyLLROVuInM4DDPx2U2lUXf1osbMG6LvTPnlkdx9i-w=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/87183e1869bd714399723bbf5367d07c/spectrum/1040g0k031psa3e4r400049pjunnhaq6ph2l39o8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e93699252748d3010370039b0288fed6_259.mp4",""
59,"692951c7000000001e03b14a","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","平价·实惠·好用！的美妆产品都在这里了！","1.6万","4614","428","722","2025/12/05","【本期视频无广】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/692951c7000000001e03b14a?xsec_token=ABT-rti6106HNMG6T3vxPEH5fB4yrh5akFSSz4tknO8qo=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/fa5b84085585f99ac52a991bbd9647f1/spectrum/1040g0k031pe09tfu280049pjunnhaq6ps31la5o!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e92951c7ed31fd010370039ac979cbfe_259.mp4",""
60,"692fec64000000001b02450d","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","直击电影《珍珠奶茶去珍珠》女主角采访现场","3.3万","1267","1057","1867","2025/12/03","（没有这个电影哈","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/692fec64000000001b02450d?xsec_token=ABBJIji2fJVKNdhtWQIC517WaSKMhZzq4tKtF_X2Gp38I=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/999f4fc45b4d29402db764500e8c0e9c/spectrum/1040g0k031pkei5t5js0049pjunnhaq6pto4b2m8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e92fec3f2660c0010370039ae3352ff1_259.mp4",""
61,"69282523000000001b025738","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","爱吃爱吃好爱吃！最近我们办公室爱吃的零食","4万","7899","1356","4113","2025/11/27","【本期视频纯吃无广】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/69282523000000001b025738?xsec_token=AB9-yAXW9c39Tk-sP5BEUbS4dVhSIIhjL9aEscCJ5xiN4=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/0254e5685bc32b83e7a0f0deac25a959/spectrum/1040g0k031pcsjrtv260049pjunnhaq6pcl7euu8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e9282523db6fd5010370039ac4d7f011_259.mp4",""
62,"691d9d4b000000000d037f40","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","翻翻看吧！我们一家三口的短途出行洗护包","1.1万","1583","489","227","2025/11/20","【本期视频客户唇部状态好好哦】
#海得宝唇敏修护唇膏[话题]#","[""#海得宝唇敏修护唇膏""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/691d9d4b000000000d037f40?xsec_token=AB_wgFMXb4SZzh5-_pXiXC4yTRRW_yP-qa4ohSTBkLetE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/2fbf053a85e0001b89cb4ee2ea8e65a5/spectrum/1040g0k031p2jag23260049pjunnhaq6pbjd4m2o!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e91ef00fed1aee010370039aa0e1534c_259.mp4",""
63,"6926ed43000000000d03cead","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎胡先煦！","4.8万","3582","6207","5327","2025/11/26","看看@胡先煦 去亚马逊旅行都带了什么好东西！（本期视频将打开我对00后认知的大门🚪
【本期视频无广可下饭食用】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6926ed43000000000d03cead?xsec_token=AB-lTUhA0vZFa7zI7bQAOcDtbOkAXNF_W3ycaaW9qty8E=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/96275f28016412c51e92e34d2e28a632/spectrum/1040g34o31pbm6kcu261049pjunnhaq6pj7fos18!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e926ecf16385c1010370039ac019437d_259.mp4",""
64,"6921c96c000000001f00602a","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","等不及了！和大家分享！近日买到的好东西！","2.3万","6221","1467","1119","2025/11/22","【本期视频客户好舒适好透气】
#静韵深睡衣[话题]#","[""#静韵深睡衣""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6921c96c000000001f00602a?xsec_token=ABqY6_OXSsvrGb64KfF6MYmWW46X51_drg84sXZeJGVow=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/d0e09bc7e500b5adeb18ea0244759005/1040g00831p6lqto32u0049pjunnhaq6p4f3kvn8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e921c96b639421010370039aabff2621_259.mp4",""
65,"691ed589000000001e025a1e","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","【搞笑】当我看书时，我在做什么……","10万+","1.9万","1.9万","6.3万","2025/11/20","","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/691ed589000000001e025a1e?xsec_token=ABJbQst5jfuLXbUbsRvmKbEQLcm-uzf_aHA4fSB_0wy8U=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/4102c6a111cdbd6f9c041f2c940db7b3/spectrum/1040g34o31p3pnv6iia1049pjunnhaq6plkjj3hg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e91ed318346c60010370039aa072fd89_259.mp4",""
