"序号","笔记ID","作者","作者主页","标题","点赞数","收藏数","评论数","分享数","发布时间","笔记描述","主题","笔记链接","图片链接","视频链接","cookie"
213,"685bd495000000000b02c8b2","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","李善德狂喜！港科广er研究荔枝保鲜“黑科技”","72","7","3","41","2025/06/25","“李善德”狂喜！
在港科大（广州），《长安的荔枝》1集就能杀青[得意R]——
这里有25位大一同学🧑‍🎓，正在研究荔枝保鲜“黑科技”，不用冰块🧊用细菌🦠，另辟蹊径突破难题，还要去巴黎参加iGEM国际基因工程机器大赛！
👉 欢迎报考港科大（广州）[派对R]，与师兄师姐和老师们一起，自由探索，跨界创新！
#港科大广州[话题]# #高考查分[话题]# #本科招生[话题]#","[""#港科大广州"",""#高考查分"",""#本科招生""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/685bd495000000000b02c8b2?xsec_token=ABBKptdxWG92tKax6828FV40InLt_29WYtHo1t-1ZjEaY=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/8560aebbd64759b46d2378f87a8f971a/1040g00831j5bjn3nig705p05ejjaajvhribg82g!nd_dft_wgth_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e85bd495171f260103700397a6b81d08_259.mp4?sign=4956d62f3faece9e2f1d64d1d9c2f4e2&t=6a013e5b",""
214,"685b6d690000000011000f10","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","INNOTECH高能瞬间👉挑战10秒说出创新亮点🌟","5","","","6","2025/06/25","香港科技大学（广州）2025 INNOTECH创科嘉年华现场，参展者们挑战用10秒说出创新亮点🌟，他们究竟能否成功🤔？速看高能瞬间👆
	
🎉激情与创意碰撞，带你领略科创的速度与魅力！
#港科大广州[话题]##INNOTECH2025[话题]#  #科技改变未来[话题]#","[""#港科大广州"",""#INNOTECH2025"",""#科技改变未来""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/685b6d690000000011000f10?xsec_token=ABBKptdxWG92tKax6828FV487rwCPnk7fvuNU37Z3bnhY=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/c69a78a58f7676139bebe862071a77e4/1040g00831j4u5see2a005p05ejjaajvhs7pp6tg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e85b6cf01790030103700397a523cbe0_259.mp4?sign=05a14519c532e242aa4ec08efb2305dd&t=6a013e5c",""
215,"6855620b000000000b01cae5","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","用360全景相机解锁INNOTECH👀","9","","","","2025/06/20","[哇R]全景探秘，惊喜不断！
[向右R]跟着中国日报网外籍记者杜威的镜头，用360全景相机解锁香港科技大学（广州）第三届INNOTECH创科嘉年华的新奇好物，玩转前沿科技的魅力[举手R][举手R][举手R]
	
#港科大广州[话题]# #360全景[话题]# #INNOTECH2025[话题]#","[""#港科大广州"",""#360全景"",""#INNOTECH2025""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6855620b000000000b01cae5?xsec_token=ABf5Bc8lTujEmLpfMkw_rWmdxlpvesCHdiUzWGhWAXs_Q=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/68f9237be919417bc8d0d40c4a53be68/1040g00831iv27o4hgo0g5p05ejjaajvheug929g!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e85562091378a101037003978d872d5b_259.mp4?sign=c799ebed9076e12ef50993019781d21b&t=6a013e5c",""
216,"685561f10000000010026d7f","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","高考生必看！港科大（广州）的神仙宿舍长这样","287","108","25","312","2025/06/20","✔人均单间！关上门，就是你的小宇宙，海报手办随你摆，你的地盘都听你的！[哇R]
✔超大客厅！打开门，来到乐队排练室+私人影院+星级厨房，学累了，就和舍友一起充充电吧！[偷笑R]
快点开视频，带你360°云入住！[害羞R]
	
出镜记者：港科大（广州）学生记者团 阮建豪@嗷RuaRua
	
#港科大广州[话题]# #神仙宿舍[话题]##高考生[话题]#","[""#港科大广州"",""#神仙宿舍"",""#高考生""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/685561f10000000010026d7f?xsec_token=ABf5Bc8lTujEmLpfMkw_rWmTGAZSY8PhPhKwfXCAOX_nI=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/fdf95e4d489d8b1dbe0c37b40cb490c2/1040g00831iv27o4hgo105p05ejjaajvhjgksteg!nd_dft_wgth_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e85561f149e03d01037003978d889912_259.mp4?sign=189ea53aeded37e138c572c8e2cb059d&t=6a013e5d",""
217,"685405b300000000110028a3","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","港科大QS排名连跳三位，强势飙升全球第44！","35","5","3","4","2025/06/19","2026最新QS世界大学排名重磅发布—— 港科大连跳三位，强势飙升全球第44位， 继续稳居世界TOP 50阵营！这一跃，是我们学术卓越与创新实力的硬核印证！
	
﻿@香港科技大学 @校园薯 @薯队长
﻿#香港科大[话题]#﻿ ﻿#QS世界大学排名[话题]#﻿ ﻿#全球前50[话题]#﻿ ﻿#顶尖学府[话题]#﻿","[""#香港科大"",""#QS世界大学排名"",""#全球前50"",""#顶尖学府""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/685405b300000000110028a3?xsec_token=ABvUXhYZyDIhc4jCZ0If3Ov6txR6yewKUSdaiakCQjoCk=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/bbb36b6d48d77dc1b380d8af4fb7f18f/1040g2sg31itnt96v0u005p05ejjaajvhkon0vbo!nd_dft_wlteh_webp_3""]","",""
218,"6853c4e4000000000b01f7df","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","净滩行动 | 为自然做“捡”法，港科广er在行动","34","13","2","16","2025/06/19","#世界海洋日🌊[话题]#
🎓 港科大（广州）功能枢纽地球与海洋大气科学（EOAS）学域30+师生奔赴珠海淇澳岛，开展红树林调研🌱+净滩行动♻️
	
⚠️ 你知道吗❓塑料污染比你想象中更近：
每年约有66吨微塑料（相当于2400—3800吨塑料垃圾）通过珠江三角洲进入海洋🌊 它们能活几百岁😱
	
🧠 净滩行动=生动的课堂！
教研一体✨知行合一👉亲手捡垃圾才懂：
✅ 少吸管｜带布袋｜拒一次性…
💙 守护海洋从指尖小事开始！
	
#世界海洋日[话题]# #港科大广州[话题]# #减塑新青年[话题]# #环保不是口号[话题]##零废弃[话题]#","[""#世界海洋日🌊"",""#世界海洋日"",""#港科大广州"",""#减塑新青年"",""#环保不是口号"",""#零废弃""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6853c4e4000000000b01f7df?xsec_token=ABgmV23wzYoQjLtvEe3G2HzbZ8WvdDZ7U5yIKU0DVDTBc=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/cce841cdded9fc3d93d8fc4169160d8b/notes_pre_post/1040g3k831itcts0o1ij05p05ejjaajvhsa52m90!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/1d7af66055a1ddd86015dd042e2a71e0/notes_pre_post/1040g3k831itcts0o1ijg5p05ejjaajvh5hu2gmo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/3f323320d3ff893c3906605f7addabf3/notes_pre_post/1040g3k831itcts0o1ik05p05ejjaajvh9jopvjo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/004c0a8f60b48a0d61f886daf921ed7f/notes_pre_post/1040g3k831itcts0o1ikg5p05ejjaajvh7l9m1m0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/3dce5521380634d741f41cbc6ecbb433/notes_pre_post/1040g3k831itcts0o1il05p05ejjaajvhvk2dsig!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/5224be8972c6be8956d9bb6d33705651/notes_pre_post/1040g3k831itcts0o1ilg5p05ejjaajvhar1qc78!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/ae459c8f3365883fdaf12cfe7eb52a92/notes_pre_post/1040g3k831itg0ub10oe05p05ejjaajvhdt83gk8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/a4e5f18bbb426d7c1bf726d18993d6d8/notes_pre_post/1040g3k831itg0ub10oeg5p05ejjaajvh9mo2kh8!nd_dft_wgth_webp_3""]","",""
219,"68526034000000000b02e891","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","🔥跟着外籍记者直击2025 INNOTECH🚀","12","","","3","2025/06/18","跟随中国日报网外籍记者Douglas Dueno脚步👣，看看他眼中👀的2025#INNOTECH创科嘉年华[话题]# ✨
	
#港科大广州[话题]# #科技感[话题]# #人工智能[话题]#","[""#INNOTECH创科嘉年华"",""#港科大广州"",""#科技感"",""#人工智能""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/68526034000000000b02e891?xsec_token=ABgMgRjbmCJ73vODAT3usUSWBencIgPZEb2H7gl81FREo=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/8fa853c1fcb571f3ac469b8376fb034f/1040g2sg31is3be830u7g5p05ejjaajvhmi57v60!nd_dft_wgth_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8526034061316010370039781c8c7ae_259.mp4?sign=0014b5fa546f97884133f1933a774aea&t=6a013e5e",""
220,"68525fc3000000000b01ca46","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","🌌 期待住！全球首个大空间扩展现实AI艺术展","25","9","2","16","2025/06/18","✨SURREALITY | 幻实之境
🚨全球首个大空间扩展现实AI艺术展
🔥6.26 港科大(广州)见！📸
	
🎫本次展览面向公众免费开放👇速冲！
✅关注官微→🔍翻6.17推文→👉戳二维码报名！⏳💨
#AI艺术展[话题]# #幻实之境[话题]# #广州看展[话题]# #科技艺术[话题]# #未来已来[话题]# #香港科技大学广州[话题]#","[""#AI艺术展"",""#幻实之境"",""#广州看展"",""#科技艺术"",""#未来已来"",""#香港科技大学广州""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/68525fc3000000000b01ca46?xsec_token=ABgMgRjbmCJ73vODAT3usUSfYz20_MLKz3t7zhWAeZA1Q=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/3366c5a1088ff94ac188f6b4775866b3/1040g2sg31is3be830u705p05ejjaajvh1b2h0f0!nd_dft_wgth_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8525fc106155e010370039781c66cad_259.mp4?sign=c8f9ada5e604beae74ee18f41d9a90a5&t=6a013e5e",""
221,"684ed7ae0000000023015a77","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","🔥140+“黑科技”齐聚INNOTECH创科嘉年华！","31","7","2","12","2025/06/15","✨港科大（广州）第三届INNOTECH创科嘉年华圆满收官！
🤖140+顶尖科创项目——集结！
🚀数百家投资机构&产业巨头——到场！
🧑‍🎓2500+科技咖&青年创客——共聚！
粤港澳大湾区年度科创盛事
前沿科技碰撞 [哇R]
创新力量爆发[加油R]
超燃现场🔥，
你在吗？[害羞R]
	
#港科大广州[话题]#  #INNOTECH创科嘉年华[话题]# #粤港澳大湾区[话题]# #科技前沿[话题]# #科技与创新[话题]#","[""#港科大广州"",""#INNOTECH创科嘉年华"",""#粤港澳大湾区"",""#科技前沿"",""#科技与创新""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/684ed7ae0000000023015a77?xsec_token=ABNzwR4Q9wAvOaPgLnEsK7UiAkzcr76SHcNd01qX11BNU=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/e5ec598385996ff5674b61a82d8f3603/1040g2sg31iom2a63gs2g5p05ejjaajvh4p0mkg0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/ca262b3eddc8fd03518fe2e5acb4dd2f/1040g2sg31iom2a63gs205p05ejjaajvhbmctg98!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/75e015c7ffecde8fdf62b0a825a00b19/1040g2sg31iom2a63gs1g5p05ejjaajvh2pp2k68!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/491c6a004b52dbbe5ab830a58d4b632f/1040g2sg31iom2a63gs105p05ejjaajvh1ek2h38!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/66482dbc8d552c548b82d35e3adce0c9/1040g2sg31iom2a63gs3g5p05ejjaajvh3jl2fcg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/5f736680a4ad73f0e2ce6a028083960e/1040g2sg31iom2a63gs305p05ejjaajvhf9rnia8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/0a0015b9a401f6a954721775fcc2a411/1040g2sg31iom2a63gs4g5p05ejjaajvhen0q9go!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/1bb997a03c9e6a0c04b3daf38db269fb/1040g2sg31iom2a63gs405p05ejjaajvhr3khi38!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/b6b71f897e9f6db5b91a5719a6a3fcca/1040g2sg31iom2a63gs505p05ejjaajvh10nkls8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/d73b30d1e06e32d3eda5d19e812820cb/1040g2sg31iom2a63gs605p05ejjaajvh6sh0mjo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/d8ae2bf8937f94c27ea32693c4b602fd/1040g2sg31iom2a63gs5g5p05ejjaajvhok77990!nd_dft_wgth_webp_3""]","",""
222,"684c0095000000002102d08e","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","谢邀！穿越两年，人在港科大（广州）读大学！","493","34","27","129","2025/06/13","当一位饱读诗书的古代学子穿越到现代校园，
他会经历什么？ 🌟
在港科大（广州）
有一位特别的本科生——“薛晓生”📜
他从千年前穿越而来，
正经历着属于自己的蜕变🎓
一起来看看他的故事。
	
💡欢迎各位同学穿越（报考）到香港科技大学（广州）！
	
﻿#港科大广州[话题]#﻿ ﻿#穿越古今的求学之旅[话题]#﻿ ﻿#创新教育[话题]#﻿ ﻿#港科广招生[话题]#﻿","[""#港科大广州"",""#穿越古今的求学之旅"",""#创新教育"",""#港科广招生""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/684c0095000000002102d08e?xsec_token=ABGPs-zsrKDjFzSGlhHcKtGGNiiAc3nzvjIZ0EzCN5qas=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/9ee905c6ee356d993c31dcf1a5f8c048/spectrum/1040g0k031ilt8asl0o005p05ejjaajvh4inrl10!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e84bfeb10638cf010370039768e5aa03_259.mp4?sign=4a1a9caf9f0c49b92c7df298ebc34228&t=6a013e64",""
223,"684b7f0d000000002202bef2","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","港科广，“飞”起来！🥏🏃","27","","6","3","2025/06/13","港科广#师生飞盘争霸赛[话题]#
	
旋转的飞盘划破夜空，
奔跑、欢呼、击掌相庆——
这一刻，我们都是“追风的少年”！
#港科广飞盘赛[话题]# #青春正好[话题]# #快乐起飞[话题]#","[""#师生飞盘争霸赛"",""#港科广飞盘赛"",""#青春正好"",""#快乐起飞""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/684b7f0d000000002202bef2?xsec_token=ABSzm-MbE_1knxX58upy-1AN6MpNe32Bgn5CvZpDtLY9s=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/1fa47dbd41b042efff26c9135dc9fa13/notes_pre_post/1040g3k031ildg3i7ns005p05ejjaajvhafokr6g!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/1e2af76fd5e9de4302321e4d875532b9/notes_pre_post/1040g3k031ildg3i7ns0g5p05ejjaajvhpcn029o!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/3a949f0954f1e053af59f450bca5fa9d/notes_pre_post/1040g3k031ildg3i7ns105p05ejjaajvh5699e10!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/d6c0aee3f1e4832c947ee02afb0a0830/notes_pre_post/1040g3k031ildg3i7ns1g5p05ejjaajvhums1qc0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/8386a6e42debf74051c17a4389366fbc/notes_pre_post/1040g3k031ildg3i7ns205p05ejjaajvh6ht9gg8!nd_dft_wlteh_webp_3""]","",""
224,"684ad08100000000220292b5","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","穿越求学两年，我在港科大（广州）强得可怕！","31","1","7","8","2025/06/12","🏮当寒窗十年的科举“达人”，遇上港科广的跨学科课堂，会有怎样的“奇遇”？
📖当四书五经遇上AI元宇宙，又会产生怎样的“火花”？
	
👆2025，来自千年前的“薛晓生”在港科大（广州）两年的就读体验，重磅来袭！敬请期待，一起解锁未来。
	
#港科广招生[话题]# #跨学科教育[话题]# #未来大学[话题]#","[""#港科广招生"",""#跨学科教育"",""#未来大学""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/684ad08100000000220292b5?xsec_token=AB34KYoSkwDaI0y4YVOcxjBu2qg2gm0qa_BKri-SLJw7c=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/ccd150df957a234a4036482e361c358d/notes_pre_post/1040g3k831iko698a7oe05p05ejjaajvhb2frpsg!nd_dft_wlteh_webp_3""]","",""
225,"68480e53000000002202c7d8","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","清凉💨一夏，快乐加倍☀️","14","","","10","2025/06/10","港科广 信息枢纽X系统枢纽 #水一下清凉节[话题]#
课堂外的水花四溅，是港科广er特有的夏日仪式感💦
热忱不减，快乐加倍！🔥🎉
	
#港科大广州[话题]# #夏天的打开方式[话题]#
@港科大广州丨信息枢纽 @港科大广州系统枢纽","[""#水一下清凉节"",""#港科大广州"",""#夏天的打开方式""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/68480e53000000002202c7d8?xsec_token=AB1xp0URNRlYvyUN99qkjCK23C-en56XkXRIp7eoSPwaY=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/eef9f3b306be4da11a31b0daaabed70e/notes_pre_post/1040g3k831ii1vm90ns7g5p05ejjaajvho389730!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/9654dfac96dc14d29c3f28190a4c182a/notes_pre_post/1040g3k831ii1vm90ns805p05ejjaajvhi8faun8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/6b32b6b1866dd8aa87e7c3da8ee196ab/notes_pre_post/1040g3k831ii1vm90ns8g5p05ejjaajvhmvbbubg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/6e63dfaf293cd5cc98e6c36288cbf67d/notes_pre_post/1040g3k831ii1vm90ns905p05ejjaajvhv460658!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/cc552b0643222a19971450806bfdc410/notes_pre_post/1040g3k831ii1vm90ns9g5p05ejjaajvh6oprae0!nd_dft_wgth_webp_3""]","",""
226,"68480e4e00000000230165e1","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","6月15日，港科大（广州）本科招生接待日来啦!","7","2","","5","2025/06/10","🚀港科大（广州）6月15日本科招生接待日，邀你共赴一场AI的边界重塑之旅！
	
🌟【一日体验清单】
[加油R]游览校园沉浸式感受港科大（广州）学子学习、科研、活动…
[加油R]一年一度重磅活动——INNOTECH创科嘉年华等你体验
[加油R]教授一对一咨询点
[加油R]在读生分享学习经历
[加油R]招生政策最新解读，全方位为你答疑解惑
	
🏫地点：香港科技大学（广州）
⏰时间：6月15日8:30-16:00
	
👉报名指路：
关注“香港科技大学（广州）”官微→6月9日推文→戳文中二维码报名
#港科广开放日[话题]# #AI边界重塑[话题]# #高考后的第一场科技冒险[话题]#","[""#港科广开放日"",""#AI边界重塑"",""#高考后的第一场科技冒险""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/68480e4e00000000230165e1?xsec_token=AB1xp0URNRlYvyUN99qkjCK4ERs2B7zVL6T2hK_5k0GH8=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/2699d06bfa6739c91e1812b9ef86ca2c/notes_pre_post/1040g3k831ii1vm90ns705p05ejjaajvhdmpcg98!nd_dft_wgth_webp_3""]","",""
227,"6846c400000000002301737c","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","高考结束！倪明选校长给出8字建议","76","8","5","24","2025/06/09","🎉高考终章·未来启航！
港科大（广州）校长倪明选教授暖心寄语：
""这是个了不起的成就！祝贺你们！""
	
💡 下一站：选择心仪的大学！
港科大（广州）校长倪明选想送你8字建议：
✨ “向内叩问，向外探索！
——何为理想之大学？愿与谁同行？如何铸就明日之“我”？
	
📢在你做出选择前，欢迎到港科大（广州）看看
🏛在这里，你可以自由探索，拥抱创新，成长为独一无二的自己。
	
我们在港科大（广州）等你！🌍
#高考结束[话题]# #大学选择[话题]# #港科大广州[话题]# #校长喊你来报考[话题]# #未来已来[话题]#","[""#高考结束"",""#大学选择"",""#港科大广州"",""#校长喊你来报考"",""#未来已来""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6846c400000000002301737c?xsec_token=ABPaCSZoeui6oSzEKt9os4xAsDDv4br0lsZiQpgGqnCZo=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/c90c24c48f8afc5f0504c716d3ab03d0/1040g00831igp5ulhnm005p05ejjaajvhivdd6so!nd_dft_wgth_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e846c0412e42720103700397546e10c8_259.mp4?sign=1266e782be954d18c4f1951505ebaef9&t=6a013e66",""
228,"6842e0010000000023016a3a","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","明天高考，今晚做什么？🤔","28","2","1","4","2025/06/06","距离2025年高考仅剩1天
你准备好迎接这场人生大考了吗？
	
别慌！我们随机采访了港科大（广州）的学长学姐🎓
听听他们在高考前一晚做了什么小准备[加油R]
或许能给你一点启发[星R]
快来查收这份“高考前夜备考小妙招”👆
	
稳住心态就是超常发挥的开始！
港科大（广州）全体师生为你加油：
愿笔下所写皆是你心中所学
期待九月与你相遇！
#港科大广州[话题]# #人生不设限奋斗正当时[话题]# #高考加油[话题]#","[""#港科大广州"",""#人生不设限奋斗正当时"",""#高考加油""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6842e0010000000023016a3a?xsec_token=ABIl7wcNQLVY7-n3L2-BO9PANGdHUxmx3OwG2tl_fp2-A=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/9e4265f2911e32f88817d47ec7fd468a/1040g00831icvqq6u7i005p05ejjaajvh0t2lov0!nd_dft_wgth_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e842e0011340ca0103700397453c044c_259.mp4?sign=7e900d712e4a422ca423083fb3ca92c1&t=6a013e66",""
229,"68415f13000000002202e44c","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","愿你在这个盛夏锋芒毕露✨","11","2","","","2025/06/05","#芒种🌾[话题]#
忙种有时，收获有期。愿笔尖耕耘的你，在这个盛夏锋芒毕露🌾✨#高考加油[话题]#
	
#港科大广州[话题]# #像麦芒一样无畏生长[话题]#","[""#芒种🌾"",""#高考加油"",""#港科大广州"",""#像麦芒一样无畏生长""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/68415f13000000002202e44c?xsec_token=ABAkTtHG_dgUFo6QcEaHjHrEDT6aSkggH7-AsWLPDsFN4=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/6ae7214b111a2010eb07280f9bf0add9/notes_pre_post/1040g3k831ibh36k27ie05p05ejjaajvh2r0rmmo!nd_dft_wlteh_webp_3""]","",""
230,"68413b3c000000002202c335","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","港科广，“热”起来！🏃🔥","8","1","","6","2025/06/05","港科大（广州）校园运动会第三波分享~[火R]
合力运球跑上演""人球合一""绝技👏，跳大绳划出青春弧线✨，拔河赛场呐喊震天💪！
港科广er用团结与激情，书写最热情运动篇章～
	
#青春飞扬[话题]# #校园运动会[话题]# #港科广er[话题]#","[""#青春飞扬"",""#校园运动会"",""#港科广er""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/68413b3c000000002202c335?xsec_token=ABAkTtHG_dgUFo6QcEaHjHrLpqkqGtRIAwjxYcNGVftPI=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072226/de76a3579ffafda400961aab1c016073/notes_pre_post/1040g3k831i92eb4vmoe05p05ejjaajvhc75bimo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/7ca1f6dc93a5505c8eb3f8700b136ac6/notes_pre_post/1040g3k831i92eb4vmoeg5p05ejjaajvhierggu0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/c852ca467f75cd0dd2368401bb8b7fa4/notes_pre_post/1040g3k831i92eb4vmof05p05ejjaajvhsl90tr0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/07daaf23971c6864ae0fd9849f411b96/notes_pre_post/1040g3k831i92eb4vmofg5p05ejjaajvhntrl0go!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072226/12576b81e07bd0c5a9ac47b4e8df586e/notes_pre_post/1040g3k831i92eb4vmog05p05ejjaajvhi5tku7g!nd_dft_wgth_webp_3""]","",""
