"序号","笔记ID","作者","作者主页","标题","点赞数","收藏数","评论数","分享数","发布时间","笔记描述","主题","笔记链接","图片链接","视频链接","cookie"
337,"686e98450000000017032370","快逃啊","https://www.xiaohongshu.com/user/profile/644cafe4000000000c0341a7","我为什么会有这样的家庭","111","28","216","2","2025/09/05","生我的那个男人，又确诊肺癌。还是早期，手术就有救了。但是我真的不想救了。我觉得我需要点勇气和支持。
22年他确诊肠癌的时候就是我一个人在努力，为此我整个23年都在还债。20年毕业的我，身无分文出来工作的我还欠着朋友的7千块和助学贷款。22年刚被裁，就一直给他治病。在医院边陪护边找工作。就这么过来了。
弟弟还在学校我也根本没有时间和精力让他出来承担。其实那个时候就应该让他站出来。妹妹后面分期给了3w块也不再联系家里了。
	
从小家里就重男轻女，在两姐一弟，在没车没房没存款交不起学费的家庭里出生的。在工作前我从来没有过属于自己的房间。工作后也是小小的城中村的房间。我为什么会有这样的家庭。家暴赌博又患癌生我的那个人。双相弟弟。确诊林奇综合症的妹妹。
	
现在妹妹早就不过问家里了，我也不怪她，她也是病了（高度怀疑抑郁症，又遗传了她爸的林奇，各自安好吧）
	
对这个家一点期待也没有。今年弟弟也病了，也是住我这里。现在人还在脑科医院住院。花的每一笔我都记着呢。就等他什么时候可以还给我。
我的生活什么时候才可以变好呢 。我发现只要在这个家庭一天。就不会有好的时候。我觉得我能靠自己活成这样已经很厉害了。但我做得不好的事情也是没有逃离原生家庭。觉得在那个家庭里，我妈是无辜的。我觉得她很可怜。
	
自认为我内心强大清醒乐观努力，但又不得不承认我还是不够自私。如果自私，那这一切是不是会不一样？？我的生活是不是就变好了？#家庭[话题]##癌症[话题]##原生家庭[话题]#
	
9月更新：
生理爹去医院下周准备手术了。期间我只是确诊的时候跑了一下医院。后面的检查入院我都没有参与。我也不准备掏钱。
说来也可能是他愧疚，他并没有问我要钱。还有麻醉要人陪同，他打电话给我的时候。我只是给她推了代诊人的微信。所以啊，其实没有我，也是能搞定的。
	
所以我冷血吗？？不。对比起他对我做的。我一点也不冷血。如果换成我弟我妈。我都有可能心软一点。但对于他，不值得一点半点的付出。","[""#家庭"",""#癌症"",""#原生家庭""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/686e98450000000017032370?xsec_token=ABPjoJXb_3RYsQ8PK-aAG-dUFqJWMsuVsMcn3sF7dbnzY=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230212/6589eb8a3b6761f50a860f41f806a68d/1040g2sg31jnma9gs32005p2clvi36gd7h4etuqg!nd_dft_wlteh_webp_3""]","",""
338,"685cf72d0000000012023dee","妇科肿瘤叶双医生","https://www.xiaohongshu.com/user/profile/604232d00000000001002b9b","林奇综合症（1个人得4种癌？）","1827","1399","173","287","2025/06/26","为您科普和妇科相关林奇综合症（Lynch）
什么时候做预防性切除（切子宫？切子宫+双侧卵巢输卵管？）
如果暂不考虑切除，怎么定期体检？
为您一一解答
#卵巢癌[话题]# #子宫内膜癌[话题]# #林奇[话题]# #林奇综合征[话题]# #基因突变[话题]# #卵巢癌预防性切除手术[话题]#","[""#卵巢癌"",""#子宫内膜癌"",""#林奇"",""#林奇综合征"",""#基因突变"",""#卵巢癌预防性切除手术""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/685cf72d0000000012023dee?xsec_token=ABz5CfAzJd5WZkTM29VEgfUkNb40pBSGFkBwCB7tmS3LI=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230212/c5ac1855b231fd798e2cc91dc511abe7/1040g00831j6fd9plj0505o226b808asrrvhufj0!nd_dft_wgth_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e85cf72b1705980103700397ab26d537_259.mp4",""
339,"69aeba4000000000220215bd","七里香","https://www.xiaohongshu.com/user/profile/65f597bf000000000b00deda","深大计算机不想当程序员","275","160","226","33","2026/03/09","高考失利，比预期低了好多好多，最后报到了深大的计算机，双非一本，因为家庭条件不好，而且觉得计算机找工作薪资高一点，但是发现天赋没有点在这上面。本人很擅长数学，但是敲代码对我来说太痛苦了，早知道读数学师范去当老师了[哭惹R][哭惹R]学校里计算机还特别卷，我还加了个课题组搞 ai 的，当时也就想着增加自己的经历了，后面觉得自己还是不适合走科研这条路，现在也不知道要不要退出去，怎么退出去。现在也只参加了个数学竞赛，其他也没有参加。
家庭条件不好，想要快点找工作，如果后面要当老师的话，又要考研究生，现在很多学校招老师都要研究生，本科也不是数学专业没什么优势。或者在深圳考个公务员，就是不知道薪资怎么样。或者或者去产品运营面试，有没有大佬给点意见[哭惹R][哭惹R]
#计算机专业[话题]# #考公[话题]##产品运营[话题]#","[""#计算机专业"",""#考公"",""#产品运营""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69aeba4000000000220215bd?xsec_token=ABRYZvk0Gyf74NpNoWIHOwvCx66eS8G_8KP4csumfHY-k=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230212/a9ebd56f288e7bcb588ea72a80976630/1040g00831tg9shqjl6005pfliuvipnmq9mgereg!nd_dft_wlteh_webp_3""]","",""
340,"69af0c7200000000260307a5","Feliks","https://www.xiaohongshu.com/user/profile/612e5a3d00000000020238bb","CVPR2026：简单改动3D Mesh 生成效率提升9倍","203","236","13","95","2026/03/10","#CVPR[话题]# #CVPR2026[话题]#  #3D生成[话题]#  #Mesh生成[话题]#  #自回归模型[话题]#  #3D重建[话题]#  #计算机图形学[话题]#  #深度学习[话题]#  #ComputerVision[话题]#  #3DGeneration[话题]#","[""#CVPR"",""#CVPR2026"",""#3D生成"",""#Mesh生成"",""#自回归模型"",""#3D重建"",""#计算机图形学"",""#深度学习"",""#ComputerVision"",""#3DGeneration""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69af0c7200000000260307a5?xsec_token=ABd8WdgCElUEZjTbqK0LjzMNa8bzLUvOzjImRIelm4Bv0=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230212/f2e5a3feb4481f2161c47f2fb2aa168e/notes_pre_post/1040g3k831tgkmk245k6g5o9eb8ugke5rcm4d6ro!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/731500860917767af4290f31b3a91d50/spectrum/1040g0k031tgkf6cbl80g5o9eb8ugke5r358lfho!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/fbfafd5cfd6ba3df0bb42f25e0a560f3/spectrum/1040g0k031tgkf6cbl8105o9eb8ugke5rjkg5ilo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/8d4a8aec8a7dde4186651388b58a687c/spectrum/1040g0k031tgkf6cbl81g5o9eb8ugke5rhl3uncg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/ec038914f912a2720b878d44e342e16c/spectrum/1040g0k031tgkf6cbl8205o9eb8ugke5r4gpb3bo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/f4a9939cfca766220b9380d36139ba11/spectrum/1040g0k031tgkf6cbl82g5o9eb8ugke5rvc73vt8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/8ff8a0044219c792986b0f75774a1fba/spectrum/1040g0k031tgkf6cbl8305o9eb8ugke5rh36t3a0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/e79c968c0ffb8a0985024ce3bbf1293e/spectrum/1040g0k031tgkf6cbl83g5o9eb8ugke5ri118s1g!nd_dft_wlteh_webp_3""]","",""
341,"69a8149e000000001d024100","未来社","https://www.xiaohongshu.com/user/profile/619b0a83000000001000b467","🦞招养虾人！大湾区首个OpenClaw龙虾会来了！","1776","1144","442","2181","2026/03/12","最近 AI 圈最野的事
就是一群人悄悄用 OpenClaw
把自己变成了「一人公司」🤩！
	
有人搭自动接单机器人
有人搞 24 小时客服
有人建内容流水线
一个人+一台电脑 + OpenClaw
干出传统团队几个月的产值💻⚡️
	
这群人
我们叫他们 OPC（超级个体）
也就是传说中的“养虾人”🦞
	
前两期 AIDONE
我们带大家看懂 AI、上手 AI
这一次，
@APPSO 与未来社
联合一位 OPC 超级个体 @AI异类弗兰克
决定把这些深藏不露的「养虾人」
全部拉到一起。
AIDONE 第三期正式发起——
🦞大湾区首个 Openclaw 龙虾会🦞
不仅 show 项目&展示创作路径
还有真·吃虾🦞大会！
	
🔊【OpenClaw项目招募】
10 只 OpenClaw「龙虾」现场脱壳
带着你的实战项目来 Show
😁台下坐着谁？
💰知名投资机构投资人｜💻大厂PM
👫同道中人
反正都是能听懂你在讲什么的人
	
💡活动亮点：
10个OpenClaw落地项目DemoShow，软件+硬件
10家头部投资机构投资人，
8家大厂AI业务线
10个吐槽大会开放麦名额……
	
🌟来你能得到什么：
✅ 一群同类的眼神确认（原来我不是一个人）
✅ 投资人当面聊的机会（可能就在吃虾时）
✅ 大厂高管的真实反馈（不是客套那种）
✅ 一群懂你的人一起吃虾喝酒（真·吃虾）
	
📅时间：3.21（周六）14:00-21:00
📍地点：广州·未来社 533（天河路 533 号）
	
🙋‍♂️谁可以报名：
- OPC创始人/独立开发者
- 项目基于 OpenClaw 或兼容框架
- 只要你的 OpenClaw 项目已经跑起来了 ，是你亲手「养」出来的，都欢迎来展示。
	
报名方式👇
最后一页有报名方式哦～
选中的 10 只龙虾会私你具体安排
	
欢迎报名围观（选「围观」）
名额不多啦，额🈵️即止。
	
#OpenClaw[话题]#  #抓虾[话题]#  #一人公司[话题]#  #OPC[话题]#  #AI超级个体[话题]#  #大湾区AI[话题]#  #AIDONE[话题]# #广州周末活动[话题]# #你的小龙虾已就位[话题]# #城市活动超好玩[话题]#","[""#OpenClaw"",""#抓虾"",""#一人公司"",""#OPC"",""#AI超级个体"",""#大湾区AI"",""#AIDONE"",""#广州周末活动"",""#你的小龙虾已就位"",""#城市活动超好玩""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69a8149e000000001d024100?xsec_token=ABgadyqx4X5Y5lkBnNtKYyCfWD18AbkGIHsHtvBVIsOs8=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230212/86931941867ec5925745be4b55e1d200/spectrum/1040g34o31t9q56ua5a105ocr1a1k1d37mbpv2l8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/1b12d89b928475757f5f3230d5bd9106/1040g2sg31t9rqjs3m2005ocr1a1k1d374juco40!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/b7529100d679c75bb963b123f4ed80ae/1040g2sg31t9rqjs3m20g5ocr1a1k1d37u62ujfg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/8d34fba76e132799e4d329da110331c5/1040g2sg31t9rqjs3m2105ocr1a1k1d3759ohc78!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/e0c376c56e886acbe5e315037d9efee1/1040g2sg31t9rqjs3m21g5ocr1a1k1d37cjbq448!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230212/d07b53df1c1d74c88e6d277fe10df1a5/1040g2sg31t9rqjs3m2205ocr1a1k1d371mb97d0!nd_dft_wgth_webp_3""]","",""
342,"666f9c14000000001d0194a7","晨然","https://www.xiaohongshu.com/user/profile/5d2aafa00000000010030339","关于我在 ComfyUI 全球领导力峰会分享🙋‍♂️","335","215","11","24","2024/06/17","作为一个内容创作者和程序员，受邀请在 ComfyUI 全球领导力峰会上分享了从开发者视角理解 ComfyUI 创作！
	
我讲了之前做的 ai 短片Devices 的工作流、 MindVas 画布 AI
	
感谢开源社区朋友们积极建设和主办方辛苦组织❤️
	
夸夸 ComfyUI 社区！！
深圳两天经历了好多！有社区建设者、论文作者、艺术家、行业实践者、开发者在 ComfyUI 极其活跃的人群都高密度的聚集在了这里🥳
没有架子只有真诚的开源社区交流！
还度过了完美的生日(ʘ▽ʘ)👍参加了这么多会议和活动都没见过如此高密度知识分享、干货十足，还 tm 免费的社区！！只能说开源🐂🍺
#comfyui[话题]# #ai[话题]#","[""#comfyui"",""#ai""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/666f9c14000000001d0194a7?xsec_token=AB0TUZpXabVRjIDq67bCUKSdQU7-aZCIemBgMc7b4C9tk=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/142aec4c00542f535d1a520fb640c1c0/1040g0083144m1fsp1o005n9alug460ppkkek5o0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230215/e09dce702f427c4cb4db787a784014ca/1040g0083144m1fsp1o0g5n9alug460pp6p2nf90!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230215/bcc6a3a82b96af5ff3bbe628337b5dfb/1040g0083144m1fsp1o105n9alug460ppj3uu8mo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230215/c6c5aac2d5ca5286ec6f0b1727b7c12a/1040g0083144m1fsp1o1g5n9alug460pphr04d90!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230215/c2b10b48ac50a1e2b3d883ee9c54b8d3/1040g0083144m1fsp1o2g5n9alug460pp58d4ut8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230215/aa67eebd71f584e65bbb77633f0a3f01/1040g0083144m1fsp1o205n9alug460ppgltsvdo!nd_dft_wlteh_webp_3""]","",""
343,"6961165b000000001a0238f1","三叶龙井（努力做饭版）","https://www.xiaohongshu.com/user/profile/6310533e000000000f006629","电子初音","4.4万","2734","427","1907","2026/01/09","学电子信息学疯的我就这样#初音未来[话题]# #miku[话题]# #画画[话题]#","[""#初音未来"",""#miku"",""#画画""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/6961165b000000001a0238f1?xsec_token=AB-S-EoDFH6OyBMdH4FVO4rzDV9hqzwbiRpmu4_Y4c3cM=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/ac65ab3a1d76025157efc57213cd6a51/notes_pre_post/1040g3k831r4g65v8gadg5oogacv3oph9s6s8ju0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230215/19fd27f05a3c21c4d250e5b959dd1c77/notes_pre_post/1040g3k831r4g65v8gacg5oogacv3oph9gj0pln0!nd_dft_wgth_webp_3""]","",""
344,"66c8a5c2000000001f039919","小学生羽玹","https://www.xiaohongshu.com/user/profile/5d2e52780000000016030d64","处暑节气，AI转绘跳舞的稻谷（内附提示词）","36","16","2","3","2024/08/23","今天用comfyUI的AnimateDiff插件和ipadapter做了一个AI视频，教程来自油管韩国的（AI 창작실）5月31号的视频教程。照着她的视频连的节点。
	
提示词：Rice, rice dancing in the air, rice fields, black background,materpiece, best qusality.
SDXL模型：artUniverse
controlnet openpose权重：1，start:0, end：0.7
controlnet  scribble权重：0.5，start:0, end: 0.5
ipadapter模型：sdxl-vit-h（权重：0.9）
clip模型：clip-vit-h-14-laion2b-s32b-b79k
step:25, cfg:7,  euler+karras
上传的是一张白底的稻穗照片当作风格。
	
#AI跳舞[话题]# #AI视频[话题]# #AI转绘[话题]# #comfyUI工作流[话题]# #AnimateDiff[话题]# #AI绘画[话题]# #稻谷丰收[话题]# #处暑[话题]# #AI学习[话题]#","[""#AI跳舞"",""#AI视频"",""#AI转绘"",""#comfyUI工作流"",""#AnimateDiff"",""#AI绘画"",""#稻谷丰收"",""#处暑"",""#AI学习""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/66c8a5c2000000001f039919?xsec_token=ABhOGyu1IOre68n97vKLzfTbJ0WHNQTpDzu7n22zZkN1w=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/69e980f712fd2acc8660f244cdafe35e/1040g2sg316rkf97m46705n9ea9s5m3b4l4ngav8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e6c8a3230701bc01037003917fc7b56a_259.mp4",""
345,"692318a6000000000d00e5b2","星野律","https://www.xiaohongshu.com/user/profile/6353a187000000001802a9d0","动画人狂喜！ai 可以做拆分啦！","2173","1336","114","434","2025/11/23","nano banana pro的模型可以做到一键拆分啦！
虽然在精准度上还不完美，但是已经有了非常高的还原度。
我们可以抠图ok的部分，再结合人工处理不太行的部分，来减少拆分的工作量。
再加上banana角色一致性的特点，可以给已有的人物生成多种动作。
可以增加角色的多种差分。
养一个oc从未如此简单过~
#AIGC[话题]# #动画设计[话题]# #AI动画[话题]# #动画制作[话题]# #角色设计[话题]# #ai[话题]# #oc[话题]# #同人[话题]#","[""#AIGC"",""#动画设计"",""#AI动画"",""#动画制作"",""#角色设计"",""#ai"",""#oc"",""#同人""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/692318a6000000000d00e5b2?xsec_token=ABVvLip-8KstgbQtNAUPXpvKFU_GOiAbuKFSU7ERWtUQo=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/52354cdd96ae706eb20c365d34f3e3b8/spectrum/1040g34o31p7up3h3i4105oqjk63m5aegueconq8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230215/e159679a054d7ba764e5fe450b4fb4bd/spectrum/1040g34o31p7upsho26105oqjk63m5aegc5rb5p8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230215/e575257a41f3788b679eec8b3a169a55/spectrum/1040g34o31p7uth7028105oqjk63m5aegmff1fag!nd_dft_wgth_webp_3""]","",""
346,"6899710100000000020032bd","郭川不上班","https://www.xiaohongshu.com/user/profile/6297bf9e0000000021020351","SIGGRAPH25：从 storyboard 到 3D 动作生成","125","99","6","40","2025/08/11","想从 2D 绘图直接生成三维动作吗？欢迎来我们 Sketch2Anim 的 presentation session 交流呀！
	
在 Sketch2Anim 中，我们先从 Sketch 中提取出 2D 控制信号，然后基于条件扩散模型去直接生成 3D 动作。这个工作被收录到 SIGGRAPH Journal track，并且获得了四个 4 分审稿分数（总分 5）
	
🗓️ Date: August 12, 2025
🕥Time: 11:35 AM – 11:45 AM PDT
🏛️ Location: West Building, Rooms 220–222
📚 Session: Motion From X
	
Webpage: https://zhongleilz.github.io/Sketch2Anim/
Code: https://github.com/zhongleilz/Sketch2Animation
#siggraph[话题]# #siggraph25[话题]# #计算机视觉[话题]# #AIGC[话题]# #人工智能[话题]# #3D[话题]# #3D视觉[话题]#","[""#siggraph"",""#siggraph25"",""#计算机视觉"",""#AIGC"",""#人工智能"",""#3D"",""#3D视觉""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/6899710100000000020032bd?xsec_token=ABR_RD3YTrUir3qIzRBPRA1fWkTMKiO5FXJIy2zSxcJrw=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/22d38633c0675b0784f755c249e7b478/1040g00831l153beoj0005oknnuf8c0qh0abh6v8!nd_dft_wgth_webp_3""]","",""
347,"65fd0f0a000000001202068d","BANODOCO中国社区","https://www.xiaohongshu.com/user/profile/62f72e2e000000001e01f59e","AI动画 | 当雷鬼乐配上折纸动画","22","15","4","2","2024/03/22","作者: jboogx.creative
灵感源自折纸大师 gerdegotit
animatediff+ipadapter
Banodoco是一个全球性的开源社区,自2023年8月成立自今已经成为了朝气蓬勃的宏大社区,每小时在线超1300人
#AI动画 #技术交流会 #开源技术 #行业创新 #Replicate #banodoco #技术创新 #专业发展#animatediff #deforum","[]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/65fd0f0a000000001202068d?xsec_token=ABs-hFgUItqhfkvwjUwdxNdHlBZrOwHoXwusRzuGgdVDY=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/676bc0e9ec2d3485a3fe897534b61db2/spectrum/1040g0k0310kq8tfpmo005onn5on7jtcupon25vg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e5fd0d34135f6a010370038e6485a6df_259.mp4",""
348,"69a7e860000000001b0171e5","热点哥","https://www.xiaohongshu.com/user/profile/5650970f03eb846ec5b0458d","2026MWC探展！中兴是如何实现AI for All？","6790","863","67","70","2026/03/04","MWC2026的现场，热点科技来到中兴的展台
看到深度融合的豆包AI手机、懂你的AI宠物，让你原地起飞的直播神器
[吃瓜R]中兴这波MWC展确实把科技服务生活的口号落到了实处
#MWC[话题]# #MWC2026[话题]# #中兴[话题]# #豆包手机[话题]# #AI萌宠[话题]# #AI[话题]# #iMoochi[话题]# #AI宠物[话题]# #宠物机器人[话题]#","[""#MWC"",""#MWC2026"",""#中兴"",""#豆包手机"",""#AI萌宠"",""#AI"",""#iMoochi"",""#AI宠物"",""#宠物机器人""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69a7e860000000001b0171e5?xsec_token=ABKC2guyqNPRjPmRNd_vV7XqARI1bfpxLo9AzxPiJ1fz4=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/932dcf05236f47265222e87e942e16c2/spectrum/1040g0k031t9l8725la0042op48bguhcdcs72568!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e9a7e790513309010370039cb7e65da6_259.mp4",""
349,"69ad5415000000001a028ebe","研究院的杨主任","https://www.xiaohongshu.com/user/profile/5b00104d4eacab35766e9299","中国制造业强，是靠压榨和作弊吗？","1138","123","104","54","2026/03/08","中国制造业为什么强，现在是国外学者非常感兴趣的问题，实事求是的、有独创性的研究越来越多。过去，西方主流经济学界和政策界提出了两个标准答案，一是人力成本，二是产业政策。其实无非就是说中国人更好压榨，以及中国拿补贴砸市场、政府帮着“作弊”。今天我分享的两个研究案例，刚好针对这两种说法。","[]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69ad5415000000001a028ebe?xsec_token=AB-KyRRfiHTTMZx0rxX34cmZGNrEsfUZeUeuBD3TvT5y0=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/671a482527695a2c997e074d70fe7641/spectrum/1040g34o31teumd7cle0g4a5fba84r4kpo90tmno!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e9ad53fe48e455010370039ccd12db06_259.mp4",""
350,"69a65ede00000000220208af","糖果果的未来要发光","https://www.xiaohongshu.com/user/profile/5c18904a0000000007039f5d","AI最被低估的能力：用代码画画！太强了！","831","1012","33","259","2026/03/03","这一期真的非常值得学生、职场和科研人关注！
虽然Gemini 3.1 pro的更新，关注度不如之前。
但我自己试了一下，我觉得还是有必要跟大家分享下。
尤其是我看了deepmind团队的纪录片以后，感觉虽然只是小版本的更新，
但这次的用代码画图，还是值得职场和科研人试试，
这一期做的超级累，求求三连支持下呀！
#AI[话题]# #职场[话题]# #Gemini[话题]# #效率[话题]# #画图[话题]# #nanobanana[话题]#","[""#AI"",""#职场"",""#Gemini"",""#效率"",""#画图"",""#nanobanana""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69a65ede00000000220208af?xsec_token=ABwke_sHNV9b9GkXGtMddCmwB7tLW15Z8zaUVURqUXgA0=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/3e2f1fe06d3223a4d46a34cdd36a6ee5/spectrum/1040g34o31t84k9uk561g5n0oi151v7qtdsigkgg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e9a65edeed46a0010370039cb1e525a9_259.mp4",""
351,"69a7f6f5000000000e03da93","兰路虎的日常","https://www.xiaohongshu.com/user/profile/64a61c52000000002a035fab","广州我最喜欢的岩馆","755","137","54","209","2026/03/04","@羽石攀岩 我爱你们，我感恩感激感谢并且就这样作弊。#攀岩[话题]# #广州[话题]#","[""#攀岩"",""#广州""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69a7f6f5000000000e03da93?xsec_token=ABKC2guyqNPRjPmRNd_vV7XiWDt3OXswyU3luRouF6wiM=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/ac222063bc19e0e3a748b0921823af05/1040g2sg31t9n3l8g62e05p563h9amntbbd9g35g!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e9a7f96e2f11b1010370039cb8275b85_259.mp4",""
352,"69a2e0c3000000002303902f","Flange","https://www.xiaohongshu.com/user/profile/69675cb4000000002b00a1c8","PhD第一个月奖学金到账了","1480","394","445","1716","2026/02/28","第一个月奖学金下来了，扣除580的宿舍费，也算是内地博士奖学金的天花板了。
	
想参考一下大家一般如何理财呢？是建议放余额宝吗？自己一般也没什么大额消费欲望，所以想逐渐把钱攒起来。
#奖学金[话题]# #博士生日常[话题]# #PhD[话题]#","[""#奖学金"",""#博士生日常"",""#PhD""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69a2e0c3000000002303902f?xsec_token=ABSDGs6CC-Bcv64Stm7SUOkrtesB2PEpVJgez9EDr7rOs=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/eec8ab8855bae98963af2141bb3fa3a3/1040g00831t4nvaor58bg5qb7biqap8e89hjig60!nd_dft_wgth_webp_3""]","",""
353,"699f350b0000000015020c4e","Rosanne小肥茹","https://www.xiaohongshu.com/user/profile/5abbb58e4eacab39744a1d89","当时决定来香港工作的理由有些已不再重要","118","61","34","20","2026/02/26","","[]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/699f350b0000000015020c4e?xsec_token=ABAp4buAqACUTVgW1wEYqhJNA8-ebE-FuCKjqdHEWNqg0=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/017fb1ba0dbc3c12cd02f5c45377f104/1040g2sg31t14h5j2ls7g4a40vkqos7c9infbf0g!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e99f33397c8ccd010370039c95ef7c9b_259.mp4",""
354,"6971c67b00000000220096ed","猪场严选","https://www.xiaohongshu.com/user/profile/5fd78af3000000000100036b","为了不让麦当劳涨价，我们做了大量工作","2637","260","182","278","2026/01/22","为了不让麦当劳涨价，我们做了大量工作#美食[话题]# #鸡肉[话题]# #麦当劳[话题]# #董宇辉[话题]# #农业[话题]#","[""#美食"",""#鸡肉"",""#麦当劳"",""#董宇辉"",""#农业""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/6971c67b00000000220096ed?xsec_token=ABlapaZ_PAic4RRKCk0A4WXXUBVgVwhsl-Zj-3SuFhd-Y=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230215/b3ed1b8f67b94fb2762a4fad8179c74c/1040g00831rkp5um5ig6g5nunhbpg80rb7fbohvo!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e971c6760c3301010370039be4717a91_259.mp4",""
